elapsed,responseMessage,bytes,URL
4915,Not Found,2292,http://ec2.insiderpages.com/${IP_STORE_g1}
6043,Not Found,2284,http://ec2.insiderpages.com/${IP_STORE_g1}
6041,Not Found,2284,http://ec2.insiderpages.com/${IP_STORE_g1}
9560,Service Unavailable.,1500,http://ec2.insiderpages.com/store_finder/find/aarons_sales_and_lease_ownership
10165,Service Unavailable.,1617,http://ec2.insiderpages.com/store_finder/find/olive_garden
10469,Service Unavailable.,1609,http://ec2.insiderpages.com/store_finder/find/little_gym
10732,Service Unavailable.,1857,http://ec2.insiderpages.com/b/15250656416/cvspharmacy-washington-dc-8
20999,Service Unavailable.,1659,http://ec2.insiderpages.com/store_finder/find/baja_fresh_mexican_grill
11178,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/the_medicine_shoppe/Washington/DC
13246,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6322,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6322,Service Unavailable.,80,http://ec2.insiderpages.com/
7968,Service Unavailable.,1889,http://ec2.insiderpages.com/b/15243630128/mercury-car-audio-los-angeles
21754,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7633,Service Unavailable.,2136,http://ec2.insiderpages.com/b/15250175365/american-express-financial-advisors-washington-dc
7809,Service Unavailable.,1404,http://ec2.insiderpages.com/store_finder/find/gamestop
6505,Service Unavailable.,1706,http://ec2.insiderpages.com/store_finder/find/raymond_james_financial_services
7061,Service Unavailable.,1588,http://ec2.insiderpages.com/store_finder/find/limited
6809,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/rite_aid_pharmacies/LasVegas/NV
5938,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/vitamin_world/Denver/CO
10019,Service Unavailable.,1629,http://ec2.insiderpages.com/store_finder/find/marriott_hotels
9632,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/limited_too/Atlanta/GA
8980,Service Unavailable.,1601,http://ec2.insiderpages.com/store_finder/find/wolf_camera
8756,Service Unavailable.,1585,http://ec2.insiderpages.com/store_finder/find/keybank
7020,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/rent_a_wreck/NewYork/NY
7310,Service Unavailable.,80,http://ec2.insiderpages.com/
10275,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8317,Service Unavailable.,1611,http://ec2.insiderpages.com/store_finder/find/coldwater_creek
6268,Service Unavailable.,1596,http://ec2.insiderpages.com/store_finder/find/bob_evans
6605,Service Unavailable.,1619,http://ec2.insiderpages.com/store_finder/find/kroger
9994,Service Unavailable.,1625,http://ec2.insiderpages.com/store_finder/find/farmers_insurance
10232,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/big_o_tires/Philadelphia/PA
7054,Service Unavailable.,1649,http://ec2.insiderpages.com/store_finder/find/huddle_house
8951,Service Unavailable.,1719,http://ec2.insiderpages.com/store_finder/find/convenience_stores_of_speedway
6947,Service Unavailable.,80,http://ec2.insiderpages.com/
8671,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8809,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8402,Service Unavailable.,1404,http://ec2.insiderpages.com/store_finder/find/terminix
6950,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/price_chopper/Boston/MA
7420,Service Unavailable.,1419,http://ec2.insiderpages.com/store_finder/find/hair_cuttery
10794,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/lumber_liquidators/SanFrancisco/CA
5271,OK,95562,http://ec2.insiderpages.com/store_finder
4323,Not Found,2292,http://ec2.insiderpages.com/${IP_STORE_g1}
5164,Not Found,2314,http://ec2.insiderpages.com/${IP_STORE_g1}
5146,Not Found,2334,http://ec2.insiderpages.com/${IP_STORE_g1}
5138,Not Found,2311,http://ec2.insiderpages.com/${IP_STORE_g1}
6313,Not Found,2344,http://ec2.insiderpages.com/${IP_STORE_g1}
7432,Not Found,2284,http://ec2.insiderpages.com/${IP_STORE_g1}
3609,OK,95752,http://ec2.insiderpages.com/store_finder
4246,OK,95823,http://ec2.insiderpages.com/store_finder
4663,OK,95740,http://ec2.insiderpages.com/store_finder
5558,OK,95574,http://ec2.insiderpages.com/store_finder
7642,OK,95817,http://ec2.insiderpages.com/store_finder
10520,OK,95780,http://ec2.insiderpages.com/store_finder
2299,Internal Server Error,26263,http://ec2.insiderpages.com/b/15240028026/staybridge-suites-princeton
16902,OK,95790,http://ec2.insiderpages.com/store_finder
7802,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8379,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8476,Service Unavailable.,1972,http://ec2.insiderpages.com/b/3710459077/motherhood-maternity-pittsburg
9522,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9815,Service Unavailable.,80,http://ec2.insiderpages.com/
7371,Service Unavailable.,1632,http://ec2.insiderpages.com/store_finder/find/chicos
7950,Service Unavailable.,80,http://ec2.insiderpages.com/
8615,Service Unavailable.,1669,http://ec2.insiderpages.com/store_finder/find/les_schwab_tire_centers
9296,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/humana/Atlanta/GA
7520,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7569,Service Unavailable.,80,http://ec2.insiderpages.com/
7937,Service Unavailable.,80,http://ec2.insiderpages.com/
8003,Service Unavailable.,1627,http://ec2.insiderpages.com/store_finder/find/mattress_firm
9615,Service Unavailable.,1595,http://ec2.insiderpages.com/store_finder/find/cingular
8004,Service Unavailable.,1796,http://ec2.insiderpages.com/b/15245202619/amc-duncanville
8279,Service Unavailable.,80,http://ec2.insiderpages.com/
4421,Not Found,2314,http://ec2.insiderpages.com/${IP_STORE_g1}
6498,Not Found,2338,http://ec2.insiderpages.com/${IP_STORE_g1}
9792,OK,95775,http://ec2.insiderpages.com/store_finder
8338,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
8526,Not Found,2308,http://ec2.insiderpages.com/${IP_STORE_g1}
9058,Service Unavailable.,1889,http://ec2.insiderpages.com/b/15243630128/mercury-car-audio-los-angeles
9018,Service Unavailable.,80,http://ec2.insiderpages.com/
9176,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/talbots/Denver/CO
9127,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9371,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9216,Service Unavailable.,80,http://ec2.insiderpages.com/
9757,Service Unavailable.,1898,http://ec2.insiderpages.com/b/3713351097/johnny-rockets-atlanta-1
11543,OK,95791,http://ec2.insiderpages.com/store_finder
5807,OK,95783,http://ec2.insiderpages.com/store_finder
7634,Not Found,2317,http://ec2.insiderpages.com/${IP_STORE_g1}
8330,Not Found,2302,http://ec2.insiderpages.com/${IP_STORE_g1}
20856,OK,95796,http://ec2.insiderpages.com/store_finder
12733,OK,95740,http://ec2.insiderpages.com/store_finder
11367,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/bank_of_the_west/Denver/CO
19203,Non HTTP response message: Unexpected end of file from server,3785,http://ec2.insiderpages.com/store_finder/find/hancock_fabrics
13122,Non HTTP response message: Unexpected end of file from server,2233,http://ec2.insiderpages.com/
16450,OK,95806,http://ec2.insiderpages.com/store_finder
11851,OK,95844,http://ec2.insiderpages.com/store_finder
8173,OK,95814,http://ec2.insiderpages.com/store_finder
1531,Internal Server Error,26187,http://ec2.insiderpages.com/b/3711291194/supercuts-san-diego-11
9394,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9750,Service Unavailable.,1914,http://ec2.insiderpages.com/b/15247642546/honey-dew-donuts-winthrop
9898,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5953,Service Unavailable.,80,http://ec2.insiderpages.com/
6324,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5377,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
11012,Service Unavailable.,1362,http://ec2.insiderpages.com/store_finder/find/dennys
3985,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6248,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10178,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/caseys_general_store/Chicago/IL
5578,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/kay_jewelers/LosAngeles/CA
10905,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5324,Service Unavailable.,1610,http://ec2.insiderpages.com/store_finder/find/savon_drugs
7655,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
4679,Service Unavailable.,1577,http://ec2.insiderpages.com/store_finder/find/volvo
5917,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/embassy_suites/SanFrancisco/CA
5760,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5341,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/uno_chicago_grill/SanDiego/CA
5782,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/thrifty_car_rental/Washington/DC
13640,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5778,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/lane_bryant/Philadelphia/PA
6243,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/la_fitness/Dallas/TX
4277,Service Unavailable.,1586,http://ec2.insiderpages.com/store_finder/find/regal_cinemas
5771,Service Unavailable.,1641,http://ec2.insiderpages.com/store_finder/find/officemax
7789,Service Unavailable.,80,http://ec2.insiderpages.com/
5287,Service Unavailable.,1598,http://ec2.insiderpages.com/store_finder/find/ticketmaster
22294,Service Unavailable.,2411,http://ec2.insiderpages.com/store_finder
7295,Service Unavailable.,1975,http://ec2.insiderpages.com/b/3723027164/hilton-arlington--arlington-hotels-arlington
8660,Service Unavailable.,1904,http://ec2.insiderpages.com/b/3713500609/hollywood-nails-lithonia
7405,Service Unavailable.,80,http://ec2.insiderpages.com/
6783,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6200,Service Unavailable.,80,http://ec2.insiderpages.com/
7491,Service Unavailable.,1848,http://ec2.insiderpages.com/b/15241175882/golds-gym-new-york
6253,Service Unavailable.,1919,http://ec2.insiderpages.com/b/3723203841/round-table-pizza-seattle
8384,Service Unavailable.,80,http://ec2.insiderpages.com/
9524,Service Unavailable.,1644,http://ec2.insiderpages.com/store_finder/find/cold_stone_creamery
10144,Service Unavailable.,1603,http://ec2.insiderpages.com/store_finder/find/papyrus
7726,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/party_city/Seattle/WA
7380,Service Unavailable.,1975,http://ec2.insiderpages.com/b/15243235428/penske-truck-rental-daly-city-2
8597,Service Unavailable.,1646,http://ec2.insiderpages.com/store_finder/find/candlewood_suites
10381,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/adecco/LosAngeles/CA
9183,Service Unavailable.,1660,http://ec2.insiderpages.com/store_finder/find/wachovia_bank
9469,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/jackson_hewitt_tax_service/Philadelphia/PA
4532,Not Found,2302,http://ec2.insiderpages.com/${IP_STORE_g1}
5477,Not Found,2304,http://ec2.insiderpages.com/${IP_STORE_g1}
7776,Not Found,2335,http://ec2.insiderpages.com/${IP_STORE_g1}
7401,Not Found,2332,http://ec2.insiderpages.com/${IP_STORE_g1}
7927,Not Found,2296,http://ec2.insiderpages.com/${IP_STORE_g1}
10831,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10880,Service Unavailable.,1601,http://ec2.insiderpages.com/store_finder/find/sonic_drive_in
11052,Service Unavailable.,80,http://ec2.insiderpages.com/
11112,Service Unavailable.,80,http://ec2.insiderpages.com/
11080,Service Unavailable.,80,http://ec2.insiderpages.com/
11087,Service Unavailable.,80,http://ec2.insiderpages.com/
10902,Service Unavailable.,1717,http://ec2.insiderpages.com/store_finder/find/shoneys_restaurants
11079,Service Unavailable.,80,http://ec2.insiderpages.com/
11116,Service Unavailable.,1476,http://ec2.insiderpages.com/${IP_STORE_g1}
11177,Service Unavailable.,80,http://ec2.insiderpages.com/
11148,Service Unavailable.,80,http://ec2.insiderpages.com/
11183,Service Unavailable.,1452,http://ec2.insiderpages.com/${IP_STORE_g1}
11184,Service Unavailable.,80,http://ec2.insiderpages.com/
11221,Service Unavailable.,80,http://ec2.insiderpages.com/
11275,Service Unavailable.,80,http://ec2.insiderpages.com/
11230,Service Unavailable.,1472,http://ec2.insiderpages.com/${IP_STORE_g1}
11199,Service Unavailable.,1443,http://ec2.insiderpages.com/${IP_STORE_g1}
11279,Service Unavailable.,80,http://ec2.insiderpages.com/
11212,Service Unavailable.,2100,http://ec2.insiderpages.com/b/3713998684/american-general-financial-services-chicago
11240,Service Unavailable.,1464,http://ec2.insiderpages.com/${IP_STORE_g1}
11237,Service Unavailable.,1455,http://ec2.insiderpages.com/${IP_STORE_g1}
11461,Service Unavailable.,80,http://ec2.insiderpages.com/
11300,Service Unavailable.,80,http://ec2.insiderpages.com/
11329,Service Unavailable.,80,http://ec2.insiderpages.com/
5778,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
11419,Service Unavailable.,80,http://ec2.insiderpages.com/
8644,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/hilton_garden_inn/Washington/DC
6968,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5978,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6220,Service Unavailable.,1598,http://ec2.insiderpages.com/store_finder/find/taco_cabana
6427,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9677,Service Unavailable.,1647,http://ec2.insiderpages.com/store_finder/find/allstate_insurance
7033,Service Unavailable.,80,http://ec2.insiderpages.com/
9652,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7094,Service Unavailable.,1890,http://ec2.insiderpages.com/b/15241135846/ticketmaster-new-york-12
7914,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/starbucks/Seattle/WA
6527,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/rent_a_wreck/Seattle/WA
6719,Service Unavailable.,1655,http://ec2.insiderpages.com/store_finder/find/einstein_bros_bagels
9546,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8724,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/caribou_coffee/LasVegas/NV
8269,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6994,Service Unavailable.,80,http://ec2.insiderpages.com/
8295,Service Unavailable.,1656,http://ec2.insiderpages.com/store_finder/find/triumph_auto_glass
5753,Service Unavailable.,1796,http://ec2.insiderpages.com/b/15248660204/rei-schaumburg
8924,Service Unavailable.,1837,http://ec2.insiderpages.com/b/15247849858/ymca-philadelphia-1
7694,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/costco/Houston/TX
7069,Service Unavailable.,1664,http://ec2.insiderpages.com/store_finder/find/hilton_garden_inn
5192,Not Found,2275,http://ec2.insiderpages.com/${IP_STORE_g1}
5616,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
6434,Not Found,2347,http://ec2.insiderpages.com/${IP_STORE_g1}
7178,Not Found,2307,http://ec2.insiderpages.com/${IP_STORE_g1}
9027,Not Found,2311,http://ec2.insiderpages.com/${IP_STORE_g1}
8987,Not Found,2296,http://ec2.insiderpages.com/${IP_STORE_g1}
9450,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
12106,Not Found,2320,http://ec2.insiderpages.com/${IP_STORE_g1}
20808,OK,95783,http://ec2.insiderpages.com/store_finder
22703,OK,95636,http://ec2.insiderpages.com/store_finder
19413,OK,95818,http://ec2.insiderpages.com/store_finder
9344,Service Unavailable.,1826,http://ec2.insiderpages.com/b/3722568204/7eleven-baytown
9509,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10104,Service Unavailable.,1907,http://ec2.insiderpages.com/b/15257349201/signarama-fairless-hills-2
10697,Service Unavailable.,80,http://ec2.insiderpages.com/
9795,Service Unavailable.,1639,http://ec2.insiderpages.com/store_finder/find/davids_bridal
10322,Service Unavailable.,1698,http://ec2.insiderpages.com/store_finder/find/carquest_auto_parts
10359,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10516,Service Unavailable.,1913,http://ec2.insiderpages.com/b/3723067896/caribou-coffee-springfield
5728,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
3986,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
4063,Service Unavailable.,80,http://ec2.insiderpages.com/
11074,Service Unavailable.,1587,http://ec2.insiderpages.com/store_finder/find/sprint
5648,Service Unavailable.,1994,http://ec2.insiderpages.com/b/3713441371/ryans-family-steak-house-marietta
6518,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
4054,Service Unavailable.,80,http://ec2.insiderpages.com/
5137,Service Unavailable.,1902,http://ec2.insiderpages.com/b/15239168562/salvation-army-houston-5
6998,Service Unavailable.,1800,http://ec2.insiderpages.com/b/3545567340/romax-seattle
6490,Service Unavailable.,1667,http://ec2.insiderpages.com/store_finder/find/wawa_food_markets
11245,Service Unavailable.,80,http://ec2.insiderpages.com/
7909,Service Unavailable.,1939,http://ec2.insiderpages.com/b/15244167661/mainstay-suites-phoenixville
5071,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/filenes/Denver/CO
5877,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
4210,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7169,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6999,Service Unavailable.,80,http://ec2.insiderpages.com/
6081,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/pizza_plus/Chicago/IL
7118,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7386,Service Unavailable.,1674,http://ec2.insiderpages.com/store_finder/find/rack_room_shoes
5022,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5965,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7306,Service Unavailable.,80,http://ec2.insiderpages.com/
7311,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/pip_printing_centers/SanFrancisco/CA
7347,Service Unavailable.,1877,http://ec2.insiderpages.com/b/15247349648/petsmart-north-las-vegas-1
7666,Service Unavailable.,80,http://ec2.insiderpages.com/
4574,Service Unavailable.,1607,http://ec2.insiderpages.com/store_finder/find/zales_jewelers
8437,Service Unavailable.,1615,http://ec2.insiderpages.com/store_finder/find/uno_chicago_grill
4238,Service Unavailable.,1645,http://ec2.insiderpages.com/store_finder/find/carquest_auto_parts
4016,Service Unavailable.,1951,http://ec2.insiderpages.com/b/15253487822/mailboxes--shipping-etc-costa-mesa
5488,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/tcby/Washington/DC
9265,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6599,Service Unavailable.,1869,http://ec2.insiderpages.com/b/15249848359/wolf-camera-irvine
6976,Service Unavailable.,1624,http://ec2.insiderpages.com/store_finder/find/dunkin_donuts
7373,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7096,Service Unavailable.,80,http://ec2.insiderpages.com/
9785,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
21570,Service Unavailable.,2366,http://ec2.insiderpages.com/store_finder
10168,Service Unavailable.,1823,http://ec2.insiderpages.com/b/15243331642/texaco-newhall
9281,Service Unavailable.,1593,http://ec2.insiderpages.com/store_finder/find/amc
8937,Service Unavailable.,80,http://ec2.insiderpages.com/
8278,Service Unavailable.,1634,http://ec2.insiderpages.com/store_finder/find/all_tune_and_lube
9869,Service Unavailable.,1657,http://ec2.insiderpages.com/store_finder/find/radioshack
10700,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/edward_jones_investments/NewYork/NY
6401,Service Unavailable.,80,http://ec2.insiderpages.com/
8808,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/cheesecake_factory/LasVegas/NV
18828,Service Unavailable.,2372,http://ec2.insiderpages.com/store_finder
9511,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5761,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
911,Not Found,2311,http://ec2.insiderpages.com/${IP_STORE_g1}
2518,Not Found,2308,http://ec2.insiderpages.com/${IP_STORE_g1}
5581,Not Found,2320,http://ec2.insiderpages.com/${IP_STORE_g1}
5983,Not Found,2343,http://ec2.insiderpages.com/${IP_STORE_g1}
5954,Not Found,2281,http://ec2.insiderpages.com/${IP_STORE_g1}
5888,Not Found,2296,http://ec2.insiderpages.com/${IP_STORE_g1}
6453,Not Found,2308,http://ec2.insiderpages.com/${IP_STORE_g1}
6399,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
6393,Not Found,2328,http://ec2.insiderpages.com/${IP_STORE_g1}
8667,Not Found,2302,http://ec2.insiderpages.com/${IP_STORE_g1}
10432,Not Found,2293,http://ec2.insiderpages.com/${IP_STORE_g1}
10486,Service Unavailable.,80,http://ec2.insiderpages.com/
10539,Service Unavailable.,80,http://ec2.insiderpages.com/
10525,Service Unavailable.,1491,http://ec2.insiderpages.com/${IP_STORE_g1}
10556,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10581,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10608,Service Unavailable.,1433,http://ec2.insiderpages.com/${IP_STORE_g1}
10627,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10633,Service Unavailable.,1461,http://ec2.insiderpages.com/${IP_STORE_g1}
10661,Service Unavailable.,80,http://ec2.insiderpages.com/
10683,Service Unavailable.,80,http://ec2.insiderpages.com/
10686,Service Unavailable.,80,http://ec2.insiderpages.com/
10701,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10706,Service Unavailable.,80,http://ec2.insiderpages.com/
10720,Service Unavailable.,1484,http://ec2.insiderpages.com/${IP_STORE_g1}
10723,Service Unavailable.,1446,http://ec2.insiderpages.com/${IP_STORE_g1}
10745,Service Unavailable.,80,http://ec2.insiderpages.com/
10741,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10763,Service Unavailable.,80,http://ec2.insiderpages.com/
10755,Service Unavailable.,80,http://ec2.insiderpages.com/
10773,Service Unavailable.,80,http://ec2.insiderpages.com/
10805,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/quality_inn/Atlanta/GA
10768,Service Unavailable.,80,http://ec2.insiderpages.com/
10926,Service Unavailable.,80,http://ec2.insiderpages.com/
10868,Service Unavailable.,80,http://ec2.insiderpages.com/
8491,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/rescue_rooter/LosAngeles/CA
10924,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9088,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8452,Service Unavailable.,1652,http://ec2.insiderpages.com/store_finder/find/motherhood_maternity
10448,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/express/Atlanta/GA
7471,Not Found,2323,http://ec2.insiderpages.com/${IP_STORE_g1}
8560,Not Found,2293,http://ec2.insiderpages.com/${IP_STORE_g1}
9723,Not Found,2301,http://ec2.insiderpages.com/${IP_STORE_g1}
12921,OK,95808,http://ec2.insiderpages.com/store_finder
7315,Internal Server Error,26241,http://ec2.insiderpages.com/b/15240015480/candlewood-suites-plano
12837,Not Found,2280,http://ec2.insiderpages.com/${IP_STORE_g1}
14719,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
16953,Not Found,2299,http://ec2.insiderpages.com/${IP_STORE_g1}
18106,Not Found,2299,http://ec2.insiderpages.com/${IP_STORE_g1}
20365,OK,95643,http://ec2.insiderpages.com/store_finder
7197,OK,95759,http://ec2.insiderpages.com/store_finder
17306,OK,95824,http://ec2.insiderpages.com/store_finder
5386,Service Unavailable.,1602,http://ec2.insiderpages.com/store_finder/find/nordstrom
7849,Service Unavailable.,1606,http://ec2.insiderpages.com/store_finder/find/compusa
5431,Service Unavailable.,80,http://ec2.insiderpages.com/
5619,Service Unavailable.,1979,http://ec2.insiderpages.com/b/15237487357/hallmark-cards--gifts-melrose
7036,Service Unavailable.,1965,http://ec2.insiderpages.com/b/3723465481/prudential-real-estate-renton
5855,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6783,Service Unavailable.,1420,http://ec2.insiderpages.com/store_finder/find/fedex_kinkos
6413,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5273,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/la_quinta/Atlanta/GA
6330,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/electronics_boutique/Philadelphia/PA
6343,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/phillips_66/Denver/CO
6330,Service Unavailable.,1876,http://ec2.insiderpages.com/b/3721667100/joanns-fabric-humble
5792,Service Unavailable.,1890,http://ec2.insiderpages.com/b/3711721900/olive-garden-westminster-1
8158,Service Unavailable.,80,http://ec2.insiderpages.com/
8193,Service Unavailable.,80,http://ec2.insiderpages.com/
5834,Service Unavailable.,1621,http://ec2.insiderpages.com/store_finder/find/davids_bridal
6821,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/greyhound/Washington/DC
8062,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/penn_station/Boston/MA
7414,Service Unavailable.,1891,http://ec2.insiderpages.com/b/3711918179/ben-bridge-jeweler-broomfield
8861,Service Unavailable.,1623,http://ec2.insiderpages.com/store_finder/find/valero
6836,Service Unavailable.,1862,http://ec2.insiderpages.com/b/15247218879/check-n-go-riverside
5197,Service Unavailable.,1566,http://ec2.insiderpages.com/store_finder/find/sprint
7707,Service Unavailable.,80,http://ec2.insiderpages.com/
7335,Service Unavailable.,1665,http://ec2.insiderpages.com/store_finder/find/the_childrens_place
7707,Service Unavailable.,1635,http://ec2.insiderpages.com/store_finder/find/pizza_hut
8294,Service Unavailable.,1806,http://ec2.insiderpages.com/b/3723349296/adecco-tacoma
6396,Service Unavailable.,1627,http://ec2.insiderpages.com/store_finder/find/guitar_center
9861,Service Unavailable.,1599,http://ec2.insiderpages.com/store_finder/find/osco_drug
9213,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/the_medicine_shoppe/Houston/TX
8557,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
10460,Service Unavailable.,80,http://ec2.insiderpages.com/
8296,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9706,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/mainstay_suites/Philadelphia/PA
10195,Service Unavailable.,1672,http://ec2.insiderpages.com/store_finder/find/crabtree_and_evelyn
9189,Service Unavailable.,1935,http://ec2.insiderpages.com/b/15253905055/sonic-drivein-rancho-cucamonga
7691,Service Unavailable.,1865,http://ec2.insiderpages.com/b/15245137490/cicis-pizza-dallas-3
5108,Not Found,2289,http://ec2.insiderpages.com/${IP_STORE_g1}
8853,Not Found,2311,http://ec2.insiderpages.com/${IP_STORE_g1}
8843,Not Found,2338,http://ec2.insiderpages.com/${IP_STORE_g1}
8999,Not Found,2326,http://ec2.insiderpages.com/${IP_STORE_g1}
8899,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/subaru/Seattle/WA
8964,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9390,Service Unavailable.,80,http://ec2.insiderpages.com/
9138,Service Unavailable.,1901,http://ec2.insiderpages.com/b/15251668257/red-rock-rv-wash-las-vegas
9403,Service Unavailable.,80,http://ec2.insiderpages.com/
9451,Service Unavailable.,80,http://ec2.insiderpages.com/
9386,Service Unavailable.,1951,http://ec2.insiderpages.com/b/3715901432/lumber-liquidators-beltsville
9411,Service Unavailable.,1969,http://ec2.insiderpages.com/b/3717997638/bally-total-fitnessmaple-shade-maple-shade-9
9412,Service Unavailable.,80,http://ec2.insiderpages.com/
