elapsed,responseMessage,bytes,URL
1477,OK,23070,http://ec2.insiderpages.com/s/MA/Hamilton/PediatricEarNoseThroatDoctors
645,OK,23928,http://ec2.insiderpages.com/s/WI/PortWing/HeartVascularSpecialists?location=Port+wing%2C+WI
1388,OK,23087,http://ec2.insiderpages.com/s/MN/Waskish/PediatricDevelopmentalBehavioralHealthSpecialists
1489,OK,23427,http://ec2.insiderpages.com/s/CO/Briggsdale/NeuromusculoskeletalOsteoManipulativeMedicineSpecialists
959,OK,22814,http://ec2.insiderpages.com/s/MN/Borup/PsychosomaticMedicineSpecialists
877,OK,23193,http://ec2.insiderpages.com/s/NY/Brainardsville/Immunopathologists
1273,OK,24128,http://ec2.insiderpages.com/s/WV/GlenWhite/ChemicalPathologists?location=Glen+white%2C+WV
1301,OK,22951,http://ec2.insiderpages.com/s/AR/Haynes/FacialPlasticSurgeons
531,OK,22856,http://ec2.insiderpages.com/s/TX/Lissie/ClinicalLipidologists
1838,OK,23058,http://ec2.insiderpages.com/s/CO/Basalt/PediatricMedicalToxicologists
1263,OK,23047,http://ec2.insiderpages.com/s/WV/Winona/ClinicalNeurophysiologists
1250,OK,23933,http://ec2.insiderpages.com/s/CA/BethelIsland/Hospitalists?location=Bethel+island%2C+CA
1901,OK,23167,http://ec2.insiderpages.com/s/VA/Rixeyville/PediatricEarNoseThroatDoctors
2472,OK,24525,http://ec2.insiderpages.com/s/PA/BlueRidgeSummit/MedicalGeneticsPhD?location=Blue+ridge+summit%2C+PA
1207,OK,22763,http://ec2.insiderpages.com/s/KY/Moorefield/Neonatologists
1090,OK,21229,http://ec2.insiderpages.com/s/MS/Thomastown/OralPathologists
1139,OK,24253,http://ec2.insiderpages.com/s/MN/LaCrescent/ClinicalLaboratoryImmunologists?location=La+crescent%2C+MN
946,OK,23068,http://ec2.insiderpages.com/s/WI/Nelsonville/PediatricInfectiousDiseaseSpecialists
1861,OK,23012,http://ec2.insiderpages.com/s/MO/Pattonsburg/PediatricEmergencyMedicineDoctors
368,OK,22725,http://ec2.insiderpages.com/s/MT/Lambert/Neurosurgeons
984,OK,23315,http://ec2.insiderpages.com/s/CA/Needles/MolecularGeneticPathologists
1145,OK,22744,http://ec2.insiderpages.com/s/NM/Elida/Hospitalists
1358,OK,24232,http://ec2.insiderpages.com/s/GA/BowdonJunction/NuclearRadiologists?location=Bowdon+junction%2C+GA
1751,OK,22892,http://ec2.insiderpages.com/s/IL/Rockton/ClinicalLipidologists
1054,OK,22927,http://ec2.insiderpages.com/s/ID/Boise/FacialPlasticSurgeons
1692,OK,22736,http://ec2.insiderpages.com/s/PA/Penryn/RadiologicalPhysicists
1625,OK,19217,http://ec2.insiderpages.com/s/WA/Rice/PublicHealthDoctorsDentistry
1774,OK,23945,http://ec2.insiderpages.com/s/NC/RockyPoint/PediatricEmergencyMedicineDoctors?location=Rocky+point%2C+NC
7682,OK,23249,http://ec2.insiderpages.com/s/IL/Karnak/ClinicalMolecularGeneticists
171,OK,23384,http://ec2.insiderpages.com/s/MA/Dighton/PediatricAdolescentPsychiatrists
2051,OK,23081,http://ec2.insiderpages.com/s/NE/Hastings/ClinicalCardiacElectrophysiologists
609,OK,24049,http://ec2.insiderpages.com/s/WI/SolonSprings/Dermatopathologists?location=Solon+springs%2C+WI
882,OK,23989,http://ec2.insiderpages.com/s/FL/WinterHaven/CardiacSurgeons?location=Winter+haven%2C+FL
502,OK,22888,http://ec2.insiderpages.com/s/LA/Hamburg/ClinicalLipidologists
920,OK,23222,http://ec2.insiderpages.com/s/TX/Silsbee/PediatricHematologistsOncologists
1774,OK,22818,http://ec2.insiderpages.com/s/CO/Antonito/Nephrologists
1870,OK,22902,http://ec2.insiderpages.com/s/GA/Rydal/MedicalMicrobiologists
653,OK,23205,http://ec2.insiderpages.com/s/WA/Othello/PediatricHematologistsOncologists
1057,OK,22804,http://ec2.insiderpages.com/s/MO/Summersville/PediatricSurgeons
1302,OK,24032,http://ec2.insiderpages.com/s/OK/RedOak/AdolescentMedicineSpecialists?location=Red+oak%2C+OK
1337,OK,23072,http://ec2.insiderpages.com/s/VA/Skipwith/Hematologists
1131,OK,22832,http://ec2.insiderpages.com/s/OK/Watts/ForensicPathologists
1256,OK,22745,http://ec2.insiderpages.com/s/VA/Hume/Hospitalists
1391,OK,23020,http://ec2.insiderpages.com/s/ID/Melba/ClinicalNeurophysiologists
192,OK,23501,http://ec2.insiderpages.com/s/RI/Providence/PediatricAdolescentPsychiatrists
1146,OK,24213,http://ec2.insiderpages.com/s/WA/SaintJohn/SportsMedicineDoctors?location=Saint+john%2C+WA
1403,OK,23292,http://ec2.insiderpages.com/s/OH/Chester/MolecularGeneticPathologists
846,OK,22809,http://ec2.insiderpages.com/s/SD/Alpena/Cytopathologists
1176,OK,23006,http://ec2.insiderpages.com/s/MS/Ludlow/ClinicalCardiacElectrophysiologists
948,OK,24175,http://ec2.insiderpages.com/s/MT/FortPeck/SportsMedicineDoctors?location=Fort+peck%2C+MT
1627,OK,24245,http://ec2.insiderpages.com/s/MO/EdgarSprings/PediatricMedicalToxicologists?location=Edgar+springs%2C+MO
1103,OK,22660,http://ec2.insiderpages.com/s/KY/Belton/PediatricNeurologists
1642,OK,22826,http://ec2.insiderpages.com/s/IA/Delaware/RadioisotopicPathologists
1572,OK,22739,http://ec2.insiderpages.com/s/MI/Norvell/PediatricRheumatologists
1538,OK,21225,http://ec2.insiderpages.com/s/KY/Tollesboro/OralPathologists
896,OK,23939,http://ec2.insiderpages.com/s/MN/PineRiver/CardiothoracicSurgeons?location=Pine+river%2C+MN
1668,OK,22762,http://ec2.insiderpages.com/s/IL/Oregon/PediatricGastroenterologists
1126,OK,22889,http://ec2.insiderpages.com/s/NC/Moyock/PsychosomaticMedicineSpecialists
1507,OK,22967,http://ec2.insiderpages.com/s/MO/Tina/PediatricDermatologists
1150,OK,23748,http://ec2.insiderpages.com/s/NM/BuenaVista/PediatricNeurosurgeons?location=Buena+vista%2C+NM
1567,OK,23914,http://ec2.insiderpages.com/s/AZ/NorthRim/PediatricCriticalCareMedicineDoctors?location=North+rim%2C+AZ
1362,OK,22862,http://ec2.insiderpages.com/s/NY/Warsaw/ClinicalLipidologists
1344,OK,24207,http://ec2.insiderpages.com/s/AL/PhilCampbell/PediatricDermatologists?location=Phil+campbell%2C+AL
831,OK,23902,http://ec2.insiderpages.com/s/ID/CoeurD'alene/PediatricPathologists?location=Coeur+d%27alene%2C+ID
1849,OK,23928,http://ec2.insiderpages.com/s/OK/RatliffCity/PediatricSportsMedicineDoctors?location=Ratliff+city%2C+OK
247,OK,24516,http://ec2.insiderpages.com/s/VA/CrippleCreek/PediatricAdolescentPsychiatrists?location=Cripple+creek%2C+VA
961,OK,22958,http://ec2.insiderpages.com/s/MO/Briar/NeurodevelopmentDisabilitySpecialists
533,OK,23351,http://ec2.insiderpages.com/s/WA/Tulalip/PediatricAdolescentPsychiatrists
2048,OK,23065,http://ec2.insiderpages.com/s/MI/Leonidas/NeurodevelopmentDisabilitySpecialists
1051,OK,22970,http://ec2.insiderpages.com/s/ID/Dietrich/BariatricMedicineSpecialists
1232,OK,22860,http://ec2.insiderpages.com/s/NY/Ransomville/PediatricNeurosurgeons
846,OK,22977,http://ec2.insiderpages.com/s/WA/Cashmere/BariatricMedicineSpecialists
1045,OK,23941,http://ec2.insiderpages.com/s/NY/RainbowLake/OtologistsNeurotologists?location=Rainbow+lake%2C+NY
527,OK,22677,http://ec2.insiderpages.com/s/WY/Dayton/PediatricCardiologists
494,OK,21079,http://ec2.insiderpages.com/s/MN/Winton/OralPathologists
1185,OK,19473,http://ec2.insiderpages.com/s/AR/Marmaduke/PediatricAllergistsAndImmunologists
791,OK,22155,http://ec2.insiderpages.com/s/TX/KarnesCity/OralPathologists?location=Karnes+city%2C+TX
1109,OK,23758,http://ec2.insiderpages.com/s/NM/CasaBlanca/Neurosurgeons?location=Casa+blanca%2C+NM
981,OK,23877,http://ec2.insiderpages.com/s/CA/LaGrange/PediatricRehabilitationSpecialists?location=La+grange%2C+CA
1473,OK,22720,http://ec2.insiderpages.com/s/WV/Parsons/HandSurgeons
1188,OK,23173,http://ec2.insiderpages.com/s/UT/Boulder/PreventativeCare
1182,OK,24089,http://ec2.insiderpages.com/s/KY/MountEden/ClinicalNeurophysiologists?location=Mount+eden%2C+KY
1213,OK,22985,http://ec2.insiderpages.com/s/KS/Nortonville/GynecologicOncologists
2000,OK,24136,http://ec2.insiderpages.com/s/PA/PineGroveMills/ClinicalLipidologists?location=Pine+grove+mills%2C+PA
1921,OK,23096,http://ec2.insiderpages.com/s/CA/Hinkley/PediatricDermatologists
1820,OK,23006,http://ec2.insiderpages.com/s/MD/Libertytown/PediatricSportsMedicineDoctors
905,OK,22520,http://ec2.insiderpages.com/s/MN/Orr/Anesthetists
1221,OK,22824,http://ec2.insiderpages.com/s/MO/Amoret/OccupationalMedicine
1402,OK,18072,http://ec2.insiderpages.com/s/WI/Bryant/MaternalAndFetalMedicineSpecialists
1547,OK,22915,http://ec2.insiderpages.com/s/MO/Galena/MedicalMicrobiologists
286,OK,22843,http://ec2.insiderpages.com/s/ND/York/Immunopathologists
1583,OK,23598,http://ec2.insiderpages.com/s/IA/Burlington/DiagnosticLaboratoryDermatologicalImmunologists
1014,OK,22803,http://ec2.insiderpages.com/s/NV/Laughlin/PediatricPathologists
1200,OK,22933,http://ec2.insiderpages.com/s/CO/Manassa/PediatricInfectiousDiseaseSpecialists
1882,OK,22990,http://ec2.insiderpages.com/s/PA/Mcveytown/VascularNeurologists
788,OK,22902,http://ec2.insiderpages.com/s/ME/Boothbay/ForensicPsychiatrists
1263,OK,23671,http://ec2.insiderpages.com/s/OK/TwinOaks/PediatricCardiologists?location=Twin+oaks%2C+OK
638,OK,18071,http://ec2.insiderpages.com/s/ME/Calais/MaternalAndFetalMedicineSpecialists
787,OK,22775,http://ec2.insiderpages.com/s/CO/Chromo/Hospitalists
746,OK,22913,http://ec2.insiderpages.com/s/WI/Cameron/SleepMedicineSpecialists
695,OK,23310,http://ec2.insiderpages.com/s/LA/Convent/MolecularGeneticPathologists
676,OK,23346,http://ec2.insiderpages.com/s/ME/Machiasport/Neurologists
1749,OK,22764,http://ec2.insiderpages.com/s/MS/Eupora/RadioisotopicPathologists
1314,OK,23103,http://ec2.insiderpages.com/s/KS/Spivey/ClinicalPathologists
965,OK,23193,http://ec2.insiderpages.com/s/LA/Lacassine/ChemicalPathologists
1246,OK,23317,http://ec2.insiderpages.com/s/NY/Groveland/UnderseaHyperbaricMedicineSpecialists
1110,OK,23153,http://ec2.insiderpages.com/s/OR/Tillamook/PediatricDevelopmentalBehavioralHealthSpecialists
896,OK,22896,http://ec2.insiderpages.com/s/WI/Allouez/ClinicalLipidologists
964,OK,22760,http://ec2.insiderpages.com/s/GA/Naylor/RadioisotopicPathologists
2192,OK,22355,http://ec2.insiderpages.com/s/IN/Dillsboro/PediatricAllergistsAndImmunologists
1144,OK,22880,http://ec2.insiderpages.com/s/NM/Nogal/Immunopathologists
1269,OK,22637,http://ec2.insiderpages.com/s/KY/Letcher/PediatricSurgeons
1118,OK,23120,http://ec2.insiderpages.com/s/VA/Scottsburg/PlasticSurgeons
679,OK,22836,http://ec2.insiderpages.com/s/ME/Waite/Anesthesiologists
1105,OK,22852,http://ec2.insiderpages.com/s/WI/Gratiot/Cytopathologists
1350,OK,22857,http://ec2.insiderpages.com/s/KS/Potwin/ClinicalLipidologists
796,OK,22743,http://ec2.insiderpages.com/s/LA/Franklin/AddictionPsychiatrists
1172,OK,20990,http://ec2.insiderpages.com/s/AR/Reydell/Periodontics
1091,OK,22936,http://ec2.insiderpages.com/s/UT/Loa/PediatricDermatologists
1848,OK,22809,http://ec2.insiderpages.com/s/PA/Zelienople/Neuropathologists
546,OK,22840,http://ec2.insiderpages.com/s/AZ/Dragoon/Cytopathologists
764,OK,22818,http://ec2.insiderpages.com/s/WI/Conover/RadiationOncologists
1661,OK,22822,http://ec2.insiderpages.com/s/IN/Hagerstown/HandSurgeons
965,OK,22816,http://ec2.insiderpages.com/s/WY/Midwest/GeriatricPsychiatrists
